4su_labelling,Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,GEO_Accession (exp),Instrument,LibraryLayout,LibrarySelection,LibrarySource,Method,Molecule,Organism,Platform,ReleaseDate,Sample Name,source_name,SRA Study
60min 4sU,SRR8724543,RNA-Seq,302,771592182,PRJNA526921,SAMN11120659,309559419,GEO,public,"fastq,sra","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",SRX5517750,GSM3670337,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670337,Jurkat,SRP188374
60min 4sU,SRR8724544,RNA-Seq,302,469911698,PRJNA526921,SAMN11120658,189057387,GEO,public,"fastq,sra","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX5517751,GSM3670338,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670338,Jurkat,SRP188374
60min 4sU,SRR8724545,RNA-Seq,302,626586882,PRJNA526921,SAMN11120657,249009079,GEO,public,"sra,fastq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX5517752,GSM3670339,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670339,Jurkat,SRP188374
no 4sU labelling,SRR8724546,RNA-Seq,302,800114270,PRJNA526921,SAMN11120656,319689316,GEO,public,"sra,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",SRX5517753,GSM3670340,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670340,Jurkat,SRP188374
60min 4sU,SRR8724547,RNA-Seq,302,582392504,PRJNA526921,SAMN11120655,231477705,GEO,public,"fastq,sra","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",SRX5517754,GSM3670341,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670341,Jurkat,SRP188374
60min 4sU,SRR8724548,RNA-Seq,302,582461964,PRJNA526921,SAMN11120654,231822146,GEO,public,"sra,fastq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX5517755,GSM3670342,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670342,Jurkat,SRP188374
60min 4sU,SRR8724549,RNA-Seq,302,861896524,PRJNA526921,SAMN11120653,343629509,GEO,public,"sra,fastq","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX5517756,GSM3670343,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670343,Jurkat,SRP188374
no 4sU labelling,SRR8724550,RNA-Seq,302,804585078,PRJNA526921,SAMN11120652,321180922,GEO,public,"sra,fastq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX5517757,GSM3670344,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670344,Jurkat,SRP188374
60min 4sU,SRR8724551,RNA-Seq,302,842022508,PRJNA526921,SAMN11120651,336715481,GEO,public,"fastq,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX5517758,GSM3670345,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670345,Jurkat,SRP188374
60min 4sU,SRR8724552,RNA-Seq,302,623342798,PRJNA526921,SAMN11120650,249482035,GEO,public,"fastq,sra","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX5517759,GSM3670346,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670346,Jurkat,SRP188374
60min 4sU,SRR8724553,RNA-Seq,302,764785102,PRJNA526921,SAMN11120617,304109136,GEO,public,"sra,fastq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX5517760,GSM3670347,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670347,Jurkat,SRP188374
60min 4sU,SRR8724554,RNA-Seq,302,870081328,PRJNA526921,SAMN11120616,350326315,GEO,public,"sra,fastq","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",SRX5517761,GSM3670348,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670348,Jurkat,SRP188374
60min 4sU,SRR8724555,RNA-Seq,302,722533792,PRJNA526921,SAMN11120615,288113566,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX5517762,GSM3670349,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670349,Jurkat,SRP188374
60min 4sU,SRR8724556,RNA-Seq,302,439884442,PRJNA526921,SAMN11120614,176763237,GEO,public,"fastq,sra","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",SRX5517763,GSM3670350,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670350,Jurkat,SRP188374
60min 4sU,SRR8724557,RNA-Seq,302,623041402,PRJNA526921,SAMN11120613,248365426,GEO,public,"sra,fastq","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX5517764,GSM3670351,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670351,Jurkat,SRP188374
no 4sU labelling,SRR8724558,RNA-Seq,302,903141872,PRJNA526921,SAMN11120612,359857585,GEO,public,"fastq,sra","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",SRX5517765,GSM3670352,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670352,Jurkat,SRP188374
60min 4sU,SRR8724559,RNA-Seq,302,649598980,PRJNA526921,SAMN11120611,258107749,GEO,public,"fastq,sra","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX5517766,GSM3670353,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670353,Jurkat,SRP188374
60min 4sU,SRR8724560,RNA-Seq,302,893557600,PRJNA526921,SAMN11120610,355356628,GEO,public,"fastq,sra","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",SRX5517767,GSM3670354,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670354,Jurkat,SRP188374
60min 4sU,SRR8724561,RNA-Seq,302,1073510340,PRJNA526921,SAMN11120609,426627222,GEO,public,"fastq,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX5517768,GSM3670355,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670355,Jurkat,SRP188374
no 4sU labelling,SRR8724562,RNA-Seq,302,869274988,PRJNA526921,SAMN11120608,348604128,GEO,public,"sra,fastq","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX5517769,GSM3670356,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670356,Jurkat,SRP188374
60min 4sU,SRR8724563,RNA-Seq,302,937081840,PRJNA526921,SAMN11120607,374220567,GEO,public,"sra,fastq","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",SRX5517770,GSM3670357,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670357,Jurkat,SRP188374
60min 4sU,SRR8724564,RNA-Seq,302,735937458,PRJNA526921,SAMN11120606,292023680,GEO,public,"sra,fastq","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX5517771,GSM3670358,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670358,Jurkat,SRP188374
60min 4sU,SRR8724565,RNA-Seq,302,821336414,PRJNA526921,SAMN11120605,324234382,GEO,public,"fastq,sra","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX5517772,GSM3670359,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670359,Jurkat,SRP188374
60min 4sU,SRR8724566,RNA-Seq,302,958838524,PRJNA526921,SAMN11120604,385866667,GEO,public,"sra,fastq","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",SRX5517773,GSM3670360,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670360,Jurkat,SRP188374
60min 4sU,SRR8724567,RNA-Seq,302,818169038,PRJNA526921,SAMN11120603,325895610,GEO,public,"fastq,sra","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX5517774,GSM3670361,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670361,Jurkat,SRP188374
60min 4sU,SRR8724568,RNA-Seq,302,702248150,PRJNA526921,SAMN11120602,280198788,GEO,public,"sra,fastq","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",SRX5517775,GSM3670362,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670362,Jurkat,SRP188374
60min 4sU,SRR8724569,RNA-Seq,302,804900668,PRJNA526921,SAMN11120601,320373592,GEO,public,"fastq,sra","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX5517776,GSM3670363,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670363,Jurkat,SRP188374
no 4sU labelling,SRR8724570,RNA-Seq,302,647852816,PRJNA526921,SAMN11120600,257544945,GEO,public,"fastq,sra","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX5517777,GSM3670364,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670364,Jurkat,SRP188374
60min 4sU,SRR8724571,RNA-Seq,302,411655294,PRJNA526921,SAMN11120599,163860455,GEO,public,"sra,fastq","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX5517778,GSM3670365,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670365,Jurkat,SRP188374
60min 4sU,SRR8724572,RNA-Seq,302,558903246,PRJNA526921,SAMN11120639,222776284,GEO,public,"sra,fastq","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX5517779,GSM3670366,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670366,Jurkat,SRP188374
60min 4sU,SRR8724573,RNA-Seq,302,769847528,PRJNA526921,SAMN11120638,305929285,GEO,public,"sra,fastq","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX5517780,GSM3670367,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670367,Jurkat,SRP188374
no 4sU labelling,SRR8724574,RNA-Seq,302,461734746,PRJNA526921,SAMN11120637,185662439,GEO,public,"fastq,sra","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",SRX5517781,GSM3670368,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670368,Jurkat,SRP188374
60min 4sU,SRR8724575,RNA-Seq,302,573269084,PRJNA526921,SAMN11120636,229405295,GEO,public,"fastq,sra","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX5517782,GSM3670369,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670369,Jurkat,SRP188374
60min 4sU,SRR8724576,RNA-Seq,302,487791004,PRJNA526921,SAMN11120635,194861916,GEO,public,"fastq,sra","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX5517783,GSM3670370,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670370,Jurkat,SRP188374
60min 4sU,SRR8724577,RNA-Seq,302,633737336,PRJNA526921,SAMN11120634,251279391,GEO,public,"sra,fastq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX5517784,GSM3670371,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670371,Jurkat,SRP188374
60min 4sU,SRR8724578,RNA-Seq,302,552692918,PRJNA526921,SAMN11120633,222238989,GEO,public,"sra,fastq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX5517785,GSM3670372,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670372,Jurkat,SRP188374
60min 4sU,SRR8724579,RNA-Seq,302,646965540,PRJNA526921,SAMN11120632,257962891,GEO,public,"sra,fastq","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",SRX5517786,GSM3670373,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670373,Jurkat,SRP188374
60min 4sU,SRR8724580,RNA-Seq,302,434799970,PRJNA526921,SAMN11120631,173950540,GEO,public,"fastq,sra","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",SRX5517787,GSM3670374,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670374,Jurkat,SRP188374
60min 4sU,SRR8724581,RNA-Seq,302,535940978,PRJNA526921,SAMN11120630,216690982,GEO,public,"fastq,sra","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",SRX5517788,GSM3670375,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670375,Jurkat,SRP188374
no 4sU labelling,SRR8724582,RNA-Seq,302,733164192,PRJNA526921,SAMN11120629,290855164,GEO,public,"sra,fastq","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX5517789,GSM3670376,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670376,Jurkat,SRP188374
60min 4sU,SRR8724583,RNA-Seq,302,532751556,PRJNA526921,SAMN11120598,211033132,GEO,public,"fastq,sra","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX5517790,GSM3670377,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670377,Jurkat,SRP188374
60min 4sU,SRR8724584,RNA-Seq,302,737071770,PRJNA526921,SAMN11120597,291939263,GEO,public,"sra,fastq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX5517791,GSM3670378,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670378,Jurkat,SRP188374
60min 4sU,SRR8724585,RNA-Seq,302,772181082,PRJNA526921,SAMN11120596,305959030,GEO,public,"sra,fastq","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",SRX5517792,GSM3670379,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670379,Jurkat,SRP188374
no 4sU labelling,SRR8724586,RNA-Seq,302,701219538,PRJNA526921,SAMN11120595,279123736,GEO,public,"fastq,sra","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX5517793,GSM3670380,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670380,Jurkat,SRP188374
60min 4sU,SRR8724587,RNA-Seq,302,765205788,PRJNA526921,SAMN11120594,304946261,GEO,public,"fastq,sra","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX5517794,GSM3670381,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670381,Jurkat,SRP188374
60min 4sU,SRR8724588,RNA-Seq,302,626412628,PRJNA526921,SAMN11120593,249397244,GEO,public,"fastq,sra","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX5517795,GSM3670382,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670382,Jurkat,SRP188374
60min 4sU,SRR8724589,RNA-Seq,302,759852536,PRJNA526921,SAMN11120592,301665856,GEO,public,"fastq,sra","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",SRX5517796,GSM3670383,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670383,Jurkat,SRP188374
60min 4sU,SRR8724590,RNA-Seq,302,699023092,PRJNA526921,SAMN11120591,280617332,GEO,public,"fastq,sra","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX5517797,GSM3670384,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670384,Jurkat,SRP188374
60min 4sU,SRR8724591,RNA-Seq,302,644854862,PRJNA526921,SAMN11120590,256693810,GEO,public,"sra,fastq","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX5517798,GSM3670385,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670385,Jurkat,SRP188374
60min 4sU,SRR8724592,RNA-Seq,302,433750218,PRJNA526921,SAMN11120589,172584964,GEO,public,"sra,fastq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",SRX5517799,GSM3670386,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670386,Jurkat,SRP188374
60min 4sU,SRR8724593,RNA-Seq,302,698058504,PRJNA526921,SAMN11120588,277457735,GEO,public,"sra,fastq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX5517800,GSM3670387,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670387,Jurkat,SRP188374
no 4sU labelling,SRR8724594,RNA-Seq,302,878292708,PRJNA526921,SAMN11120587,352480328,GEO,public,"fastq,sra","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",SRX5517801,GSM3670388,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670388,Jurkat,SRP188374
Negative control,SRR8724595,RNA-Seq,302,280420892,PRJNA526921,SAMN11120586,111590331,GEO,public,"sra,fastq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",SRX5517802,GSM3670389,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670389,Negative control,SRP188374
60min 4sU,SRR8724596,RNA-Seq,302,752236700,PRJNA526921,SAMN11120585,301526151,GEO,public,"fastq,sra","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX5517803,GSM3670390,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670390,Jurkat,SRP188374
60min 4sU,SRR8724597,RNA-Seq,302,931739460,PRJNA526921,SAMN11120584,371688773,GEO,public,"sra,fastq","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",SRX5517804,GSM3670391,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670391,Jurkat,SRP188374
no 4sU labelling,SRR8724598,RNA-Seq,302,748664342,PRJNA526921,SAMN11120583,300974148,GEO,public,"fastq,sra","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",SRX5517805,GSM3670392,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670392,Jurkat,SRP188374
Negative control,SRR8724599,RNA-Seq,302,660434136,PRJNA526921,SAMN11120582,263693632,GEO,public,"sra,fastq","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX5517806,GSM3670393,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670393,Negative control,SRP188374
60min 4sU,SRR8724600,RNA-Seq,302,488211388,PRJNA526921,SAMN11120581,207626172,GEO,public,"sra,fastq","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5517807,GSM3670394,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670394,Jurkat,SRP188374
60min 4sU,SRR8724601,RNA-Seq,302,945113530,PRJNA526921,SAMN11120580,377490537,GEO,public,"sra,fastq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",SRX5517808,GSM3670395,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670395,Jurkat,SRP188374
60min 4sU,SRR8724602,RNA-Seq,302,995317708,PRJNA526921,SAMN11120579,402230920,GEO,public,"fastq,sra","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",SRX5517809,GSM3670396,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670396,Jurkat,SRP188374
60min 4sU,SRR8724603,RNA-Seq,302,896994662,PRJNA526921,SAMN11120578,358154784,GEO,public,"sra,fastq","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",SRX5517810,GSM3670397,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670397,Jurkat,SRP188374
60min 4sU,SRR8724604,RNA-Seq,302,457274206,PRJNA526921,SAMN11120577,183977891,GEO,public,"sra,fastq","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",SRX5517811,GSM3670398,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670398,Jurkat,SRP188374
60min 4sU,SRR8724605,RNA-Seq,302,695333558,PRJNA526921,SAMN11120576,277617294,GEO,public,"sra,fastq","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX5517812,GSM3670399,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670399,Jurkat,SRP188374
no 4sU labelling,SRR8724606,RNA-Seq,302,390692870,PRJNA526921,SAMN11120575,156658440,GEO,public,"fastq,sra","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",SRX5517813,GSM3670400,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670400,Jurkat,SRP188374
60min 4sU,SRR8724607,RNA-Seq,302,582184728,PRJNA526921,SAMN11120574,232827361,GEO,public,"sra,fastq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX5517814,GSM3670401,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670401,Jurkat,SRP188374
60min 4sU,SRR8724608,RNA-Seq,302,868220102,PRJNA526921,SAMN11120573,347981386,GEO,public,"sra,fastq","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",SRX5517815,GSM3670402,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670402,Jurkat,SRP188374
60min 4sU,SRR8724609,RNA-Seq,302,618503248,PRJNA526921,SAMN11120572,247138441,GEO,public,"fastq,sra","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",SRX5517816,GSM3670403,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670403,Jurkat,SRP188374
